ens	symbol	length	weight
33389	ENSG00000277829	AL031651.2	548	1
33390	ENSG00000285347	AL359555.4	33717	1
33391	ENSG00000285100	AL359555.2	3242	1
33392	ENSG00000206249	AL359555.1	38205	0
33393	ENSG00000101425	BPI	33382	1
33394	ENSG00000129988	LBP	30531	1
33395	ENSG00000275285	AL391095.2	4354	0
33396	ENSG00000224635	AL391095.1	11904	0
33397	ENSG00000275401	AL391095.3	719	0
33398	ENSG00000196756	SNHG17	15771	1
33399	ENSG00000174365	SNHG11	4597	1
33400	ENSG00000170471	RALGAPB	106043	1
33401	ENSG00000182035	ADIG	7268	1
33402	ENSG00000124143	ARHGAP40	49101	1
33403	ENSG00000101438	SLC32A1	4886	1
33404	ENSG00000101442	ACTR5	24060	0.5
33405	ENSG00000101445	PPP1R16B	117327	1
33406	ENSG00000101447	FAM83D	26794	1
33407	ENSG00000274825	AL023803.2	637	0
33408	ENSG00000261431	AL023803.1	186	0
33409	ENSG00000101452	DHX35	77424	1
33410	ENSG00000277581	AL023803.3	521	1
33411	ENSG00000230324	LINC01734	10971	0
33412	ENSG00000287983	AL035251.1	2721	1
33413	ENSG00000286083	AL132981.1	8227	1
33414	ENSG00000229976	AL118523.1	57895	0
33415	ENSG00000237767	LINC01370	7107	0
33416	ENSG00000233415	AL133419.1	12304	0
33417	ENSG00000223410	AL009050.1	5316	0
33418	ENSG00000204103	MAFB	3388	1
33419	ENSG00000229771	AL035665.1	2117	0
33420	ENSG00000286972	AL035665.2	41379	1
33421	ENSG00000198900	TOP1	95665	0.5
33422	ENSG00000226648	PLCG1-AS1	39984	0
33423	ENSG00000124181	PLCG1	59841	1
33424	ENSG00000174306	ZHX3	139224	0.5
33425	ENSG00000132793	LPIN3	19662	1
33426	ENSG00000183798	EMILIN3	6856	1
33427	ENSG00000124177	CHD6	216301	1
33428	ENSG00000273951	AL031667.3	654	1
33429	ENSG00000225458	AL049812.2	72829	0
33430	ENSG00000228959	AL049812.3	1444	0
33431	ENSG00000196090	PTPRT	1117218	1
33432	ENSG00000229042	AL031656.1	3158	0
33433	ENSG00000227599	AL031676.1	2749	0
33434	ENSG00000233508	AL021395.1	12601	0
33435	ENSG00000124193	SRSF6	8153	1
33436	ENSG00000185513	L3MBTL1	61508	1
33437	ENSG00000226143	Z98752.1	1560	0
33438	ENSG00000101049	SGK2	29269	1
33439	ENSG00000282876	Z98752.4	587	0
33440	ENSG00000101052	IFT52	56362	1
33441	ENSG00000101057	MYBL2	49476	1
33442	ENSG00000124196	GTSF1L	838	1
33443	ENSG00000233277	LINC01728	748	0
33444	ENSG00000124191	TOX2	154764	1
33445	ENSG00000149596	JPH2	75883	1
33446	ENSG00000287570	AL035447.1	1601	1
33447	ENSG00000132823	OSER1	14832	1
33448	ENSG00000223891	OSER1-DT	15120	0
33449	ENSG00000124194	GDAP1L1	33818	1
33450	ENSG00000197296	FITM2	8362	1
33451	ENSG00000101074	R3HDML	14256	1
33452	ENSG00000226812	AL117382.1	7633	0
33453	ENSG00000101076	HNF4A	78896	1
33454	ENSG00000229005	HNF4A-AS1	22960	0
33455	ENSG00000233376	AL117382.2	1913	0
33456	ENSG00000168746	LINC01620	29177	0
33457	ENSG00000124120	TTPAL	18729	1
33458	ENSG00000132824	SERINC3	25864	0.5
33459	ENSG00000168734	PKIG	92462	1
33460	ENSG00000196839	ADA	32711	1
33461	ENSG00000283440	LINC01260	7047	1
33462	ENSG00000244558	KCNK15-AS1	51129	0
33463	ENSG00000064205	CCN5	13665	1
33464	ENSG00000124249	KCNK15	6448	1
33465	ENSG00000276223	AL118522.1	559	1
33466	ENSG00000101098	RIMS4	58530	1
33467	ENSG00000286100	AL008725.1	21169	1
33468	ENSG00000166913	YWHAB	22830	0.5
33469	ENSG00000101104	PABPC1L	48973	1
33470	ENSG00000025772	TOMM34	18267	0
33471	ENSG00000227477	STK4-AS1	2608	0
33472	ENSG00000101109	STK4	113542	1
33473	ENSG00000124134	KCNS1	9913	1
33474	ENSG00000175121	WFDC5	5720	1
33475	ENSG00000168703	WFDC12	1040	1
33476	ENSG00000124102	PI3	1642	1
33477	ENSG00000124233	SEMG1	2735	1
33478	ENSG00000124157	SEMG2	3085	1
33479	ENSG00000124107	SLPI	2325	1
33480	ENSG00000124159	MATN4	15084	1
33481	ENSG00000124232	RBPJL	10984	1
33482	ENSG00000124145	SDC4	23136	1
33483	ENSG00000275894	AL021578.1	708	1
33484	ENSG00000204070	SYS1	14861	0.5
33485	ENSG00000124251	TP53TG5	35332	1
33486	ENSG00000244274	DBNDD2	4553	1
33487	ENSG00000124155	PIGT	40850	0.5
33488	ENSG00000277022	AL031663.3	13053	0
33489	ENSG00000101443	WFDC2	11779	1
33490	ENSG00000237464	AL031663.2	2635	0
33491	ENSG00000101446	SPINT3	3161	1
33492	ENSG00000243543	WFDC6	5299	1
33493	ENSG00000101448	EPPIN	7126	1
33494	ENSG00000158901	WFDC8	28173	1
33495	ENSG00000180205	WFDC9	23345	1
33496	ENSG00000180305	WFDC10A	1457	1
33497	ENSG00000180083	WFDC11	21707	1
33498	ENSG00000182931	WFDC10B	20366	1
33499	ENSG00000168634	WFDC13	6779	1
33500	ENSG00000149651	SPINT4	3483	1
33501	ENSG00000124116	WFDC3	43988	1
33502	ENSG00000101457	DNTTIP1	19473	0.5
33503	ENSG00000175063	UBE2C	4381	1
33504	ENSG00000101470	TNNC2	10531	1
33505	ENSG00000124104	SNX21	9477	1
33506	ENSG00000101473	ACOT8	15684	0.5
33507	ENSG00000132801	ZSWIM3	21508	1
33508	ENSG00000168612	ZSWIM1	4039	0.5
33509	ENSG00000149634	SPATA25	1146	1
33510	ENSG00000124257	NEURL2	2662	1
33511	ENSG00000064601	CTSA	8676	0.5
33512	ENSG00000271984	AL008726.1	725	0
33513	ENSG00000100979	PLTP	13534	1
33514	ENSG00000285796	AL162458.1	8537	1
33515	ENSG00000100982	PCIF1	13340	0.5
33516	ENSG00000198026	ZNF335	23543	0.5
33517	ENSG00000100985	MMP9	7653	1
33518	ENSG00000204044	SLC12A5-AS1	8573	0
33519	ENSG00000124140	SLC12A5	38462	1
33520	ENSG00000124160	NCOA5	28971	1
33521	ENSG00000101017	CD40	11585	1
33522	ENSG00000229957	AL031687.1	2833	0
33523	ENSG00000149654	CDH22	134759	1
33524	ENSG00000080189	SLC35C2	18478	0.5
33525	ENSG00000273828	AL133227.1	33443	0
33526	ENSG00000062598	ELMO2	66935	1
33527	ENSG00000198185	ZNF334	13929	1
33528	ENSG00000149635	OCSTAMP	9708	1
33529	ENSG00000158296	SLC13A3	126644	1
33530	ENSG00000273893	AL133520.1	699	1
33531	ENSG00000172315	TP53RK	5079	0.5
33532	ENSG00000271784	AL031055.1	630	0
33533	ENSG00000197496	SLC2A10	26698	1
33534	ENSG00000064655	EYA2	294220	1
33535	ENSG00000236028	AL354766.2	583	0
33536	ENSG00000101040	ZMYND8	147675	1
33537	ENSG00000267882	AL031666.2	2252	0
33538	ENSG00000273451	AL031666.3	1005	1
33539	ENSG00000231119	AL031666.1	2072	0
33540	ENSG00000224565	LINC01754	20402	0
33541	ENSG00000124151	NCOA3	154990	1
33542	ENSG00000196562	SULF2	130268	1
33543	ENSG00000255438	AL354813.1	8396	0
33544	ENSG00000234967	AL357558.2	4011	0
33545	ENSG00000228503	AL357558.1	581	0
33546	ENSG00000287443	AL357558.3	3447	1
33547	ENSG00000237423	LINC01522	11025	0
33548	ENSG00000229522	LINC01523	909	0
33549	ENSG00000286179	AL139351.2	14362	1
33550	ENSG00000287335	AL139351.3	35026	1
33551	ENSG00000276923	AL139351.1	319	0
33552	ENSG00000287107	AL136102.1	16575	1
33553	ENSG00000288083	AL121888.2	10423	1
33554	ENSG00000286063	AL121888.1	43164	1
33555	ENSG00000235621	LINC00494	10752	0
33556	ENSG00000236874	AL137078.1	1572	0
33557	ENSG00000274261	AL137078.2	3939	0
33558	ENSG00000281365	AL049541.1	1106	0
33559	ENSG00000281460	AL049541.2	554	0
33560	ENSG00000124126	PREX1	203747	1
33561	ENSG00000286159	AL035106.1	2046	1
33562	ENSG00000278231	AL133342.1	27770	0
33563	ENSG00000124198	ARFGEF2	114982	0.5
33564	ENSG00000227431	CSE1L-AS1	5705	0
33565	ENSG00000124207	CSE1L	50714	1
33566	ENSG00000124214	STAU1	75028	0.5
33567	ENSG00000124228	DDX27	24782	0.5
33568	ENSG00000124201	ZNFX1	40480	1
33569	ENSG00000177410	ZFAS1	21422	0
33570	ENSG00000158445	KCNB1	190903	1
33571	ENSG00000124212	PTGIS	64263	1
33572	ENSG00000158470	B4GALT5	80933	0.5
33573	ENSG00000197818	SLC9A8	79529	1
33574	ENSG00000158480	SPATA2	12138	0.5
33575	ENSG00000124226	RNF114	17549	1
33576	ENSG00000124216	SNAI1	5906	1
33577	ENSG00000231265	TRERNA1	788	0
33578	ENSG00000244687	UBE2V1	34835	0.5
33579	ENSG00000240849	TMEM189	35480	0.5
33580	ENSG00000237595	LINC01275	3451	0
33581	ENSG00000234698	AL161937.1	5380	0
33582	ENSG00000231742	LINC01273	4867	0
33583	ENSG00000277449	CEBPB-AS1	6900	0
33584	ENSG00000172216	CEBPB	1838	1
33585	ENSG00000224397	SMIM25	35607	0
33586	ENSG00000203999	LINC01270	22779	0
33587	ENSG00000233077	LINC01271	10631	0
33588	ENSG00000196396	PTPN1	74920	0.5
33589	ENSG00000232043	AL133230.1	7066	0
33590	ENSG00000042062	RIPOR3	105434	0
33591	ENSG00000234693	AL353653.1	16804	0
33592	ENSG00000124171	PARD6B	25215	1
33593	ENSG00000124243	BCAS4	87782	1
33594	ENSG00000101126	ADNP	42521	0.5
33595	ENSG00000259456	ADNP-AS1	14164	0
33596	ENSG00000000419	DPM1	23688	0.5
33597	ENSG00000124217	MOCS3	5111	1
33598	ENSG00000232358	AL050404.1	10649	0
33599	ENSG00000026559	KCNG1	19451	1
33600	ENSG00000101096	NFATC2	175874	1
33601	ENSG00000054793	ATP9A	171876	1
33602	ENSG00000101115	SALL4	20190	1
33603	ENSG00000227964	LINC01429	31115	0
33604	ENSG00000020256	ZFP64	152645	1
33605	ENSG00000287511	AL109984.1	23795	1
33606	ENSG00000234948	LINC01524	478419	0
33607	ENSG00000225785	AL109610.1	4155	0
33608	ENSG00000232465	AL049765.1	12669	0
33609	ENSG00000232294	AL031674.1	27737	0
33610	ENSG00000286250	AL161945.1	2839	1
33611	ENSG00000232286	AL121902.1	4517	0
33612	ENSG00000182463	TSHZ2	522972	1
33613	ENSG00000286865	AL391097.3	3876	1
33614	ENSG00000223492	AL391097.1	10907	0
33615	ENSG00000227705	AL391097.2	12476	0
33616	ENSG00000271774	AL109930.1	231295	0
33617	ENSG00000231703	AL354993.1	15249	0
33618	ENSG00000259723	AL354993.2	51256	0
33619	ENSG00000197670	AL157838.1	23093	0
33620	ENSG00000171940	ZNF217	42842	1
33621	ENSG00000235415	AC005808.1	26236	0
33622	ENSG00000287886	AC005914.1	3069	1
33623	ENSG00000225563	AC006076.1	27474	0
33624	ENSG00000064787	BCAS1	133817	1
33625	ENSG00000236352	AC005220.1	2348	0
33626	ENSG00000019186	CYP24A1	20540	0
33627	ENSG00000286587	AL133335.2	4715	1
33628	ENSG00000101132	PFDN4	19965	0.5
33629	ENSG00000286229	AL133335.1	36784	1
33630	ENSG00000101134	DOK5	175576	1
33631	ENSG00000235166	LINC01440	276017	0
33632	ENSG00000224008	LINC01441	6861	0
33633	ENSG00000275923	AL160413.1	309	0
33634	ENSG00000287478	AL109829.1	137086	1
33635	ENSG00000286006	AL109828.1	6055	1
33636	ENSG00000054803	CBLN4	8162	1
33637	ENSG00000124089	MC3R	1083	1
33638	ENSG00000230843	AL139824.1	3193	0
33639	ENSG00000124098	FAM210B	9689	0.5
33640	ENSG00000087586	AURKA	22948	1
33641	ENSG00000101138	CSTF1	13991	0.5
33642	ENSG00000087589	CASS4	48275	1
33643	ENSG00000022277	RTF2	50864	0.5
33644	ENSG00000124091	GCNT7	34433	1
33645	ENSG00000124103	FAM209A	8965	1
33646	ENSG00000213714	FAM209B	3274	1
33647	ENSG00000287079	AL109806.2	4974	1
33648	ENSG00000225657	LINC01716	21058	0
33649	ENSG00000087510	TFAP2C	9977	1
33650	ENSG00000231604	AL133232.1	1063	0
33651	ENSG00000231078	AL157414.2	1387	0
33652	ENSG00000203266	AL157414.1	12105	0
33653	ENSG00000288086	AL157414.4	2977	1
33654	ENSG00000101144	BMP7	97888	1
33655	ENSG00000235032	BMP7-AS1	994	0
33656	ENSG00000226308	AL122058.1	16201	0
33657	ENSG00000054796	SPO11	14191	1
33658	ENSG00000101146	RAE1	27988	1
33659	ENSG00000256222	MTRNR2L3	1051	1
33660	ENSG00000218018	AL109955.1	15922	0
33661	ENSG00000132819	RBM38	17937	1
33662	ENSG00000286052	AL109955.2	15556	1
33663	ENSG00000124092	CTCFL	29686	1
33664	ENSG00000124253	PCK1	7041	1
33665	ENSG00000227297	AL035541.1	1505	0
33666	ENSG00000124256	ZBP1	16730	1
33667	ENSG00000124225	PMEPA1	63144	1
33668	ENSG00000278709	NKILA	2624	0
33669	ENSG00000203971	AL354984.1	3050	0
33670	ENSG00000275852	LINC01742	744	0
33671	ENSG00000225708	AL354984.2	3016	0
33672	ENSG00000124237	C20orf85	10248	1
33673	ENSG00000124227	ANKRD60	10158	1
33674	ENSG00000124209	RAB22A	57792	0.5
33675	ENSG00000124164	VAPB	61979	0.5
33676	ENSG00000198768	APCDD1L	56298	1
33677	ENSG00000231290	APCDD1L-DT	104509	1
33678	ENSG00000254620	AL050327.1	9556	0
33679	ENSG00000268941	LINC01711	966	0
33680	ENSG00000124222	STX16	28273	1
33681	ENSG00000215440	NPEPL1	30107	1
33682	ENSG00000254419	AL139349.1	838	1
33683	ENSG00000270279	AL132655.3	2487	0
33684	ENSG00000268649	AL132655.2	593	0
33685	ENSG00000235590	GNAS-AS1	31984	0
33686	ENSG00000268333	AL132655.1	2720	0
33687	ENSG00000087460	GNAS	71474	1
33688	ENSG00000225806	AL121917.1	25281	0
33689	ENSG00000270951	AL121917.2	389	0
33690	ENSG00000285091	AL109840.2	65169	1
33691	ENSG00000101158	NELFCD	13925	0.5
33692	ENSG00000101160	CTSZ	12069	1
33693	ENSG00000101162	TUBB1	7400	1
33694	ENSG00000124172	ATP5F1E	6870	0
33695	ENSG00000101166	PRELID3B	9664	1
33696	ENSG00000124203	ZNF831	135732	1
33697	ENSG00000124205	EDN3	25549	1
33698	ENSG00000225129	AL035250.1	5579	0
33699	ENSG00000230352	AL035250.2	3846	0
33700	ENSG00000286309	AL160410.1	1613	1
33701	ENSG00000287752	AL389889.2	2098	1
33702	ENSG00000227282	AL389889.1	848	0
33703	ENSG00000087495	PHACTR3	270202	1
33704	ENSG00000238194	AL121908.1	3391	0
33705	ENSG00000196074	SYCP2	70091	1
33706	ENSG00000196227	FAM217B	14916	1
33707	ENSG00000132825	PPP1R3D	3642	1
33708	ENSG00000124215	CDH26	75588	1
33709	ENSG00000176659	C20orf197	17103	0
33710	ENSG00000276093	AL132822.1	512	0
33711	ENSG00000228340	MIR646HG	565958	0
33712	ENSG00000276627	AL117372.1	12278	0
33713	ENSG00000261035	AL139348.1	2207	0
33714	ENSG00000229755	AL121910.1	592	0
33715	ENSG00000229606	LINC01718	4701	0
33716	ENSG00000179242	CDH4	688356	1
33717	ENSG00000286232	AL365229.1	4302	1
33718	ENSG00000276786	BX640515.1	976	0
33719	ENSG00000277270	AL160412.1	4762	0
33720	ENSG00000179253	AL162457.1	2242	0
33721	ENSG00000225106	AL162457.2	16837	0
33722	ENSG00000130699	TAF4	112341	0.5
33723	ENSG00000283078	AL137077.2	1607	0
33724	ENSG00000149657	LSM14B	12913	0.5
33725	ENSG00000101182	PSMA7	6707	0.5
33726	ENSG00000184402	SS18L1	38745	1
33727	ENSG00000101181	MTG2	20539	1
33728	ENSG00000101180	HRH3	5318	1
33729	ENSG00000130703	OSBPL2	64291	0.5
33730	ENSG00000130706	ADRM1	6769	1
33731	ENSG00000226332	AL354836.1	893	0
33732	ENSG00000130702	LAMA5	59357	1
33733	ENSG00000228812	LAMA5-AS1	3485	0
33734	ENSG00000273619	AL121832.2	667	0
33735	ENSG00000171858	RPS21	1417	0
33736	ENSG00000149679	CABLES2	18653	1
33737	ENSG00000275437	AL121832.3	3699	1
33738	ENSG00000130701	RBBP8NL	17302	1
33739	ENSG00000233017	AL121832.1	19850	0
33740	ENSG00000130700	GATA5	12498	1
33741	ENSG00000272050	AL499627.2	724	0
33742	ENSG00000260542	AL499627.1	2187	0
33743	ENSG00000174403	MIR1-1HG-AS1	7183	0
33744	ENSG00000174407	MIR1-1HG	20311	0
33745	ENSG00000264490	BX640514.1	1917	0
33746	ENSG00000273812	BX640514.2	6623	0
33747	ENSG00000232121	AL450469.2	1823	0
33748	ENSG00000229882	AL450469.1	2090	0
33749	ENSG00000167046	AL357033.1	2585	0
33750	ENSG00000101187	SLCO4A1	43282	1
33751	ENSG00000277496	AL357033.4	1806	0
33752	ENSG00000276317	AL357033.3	914	0
33753	ENSG00000232803	SLCO4A1-AS1	3705	0
33754	ENSG00000237687	LINC00686	5456	0
33755	ENSG00000101188	NTSR1	53935	1
33756	ENSG00000223669	AL357033.2	2781	0
33757	ENSG00000228705	LINC00659	2875	0
33758	ENSG00000101189	MRGBP	5256	1
33759	ENSG00000229873	OGFR-AS1	4960	0
33760	ENSG00000060491	OGFR	9165	0.5
33761	ENSG00000092758	COL9A3	24915	1
33762	ENSG00000101190	TCFL5	20817	1
33763	ENSG00000101191	DIDO1	60214	0.5
33764	ENSG00000273759	AL117379.1	676	0
33765	ENSG00000101193	GID8	10328	0.5
33766	ENSG00000101194	SLC17A9	16878	1
33767	ENSG00000125533	BHLHE23	1108	1
33768	ENSG00000272259	LINC01749	75688	0
33769	ENSG00000125514	LINC00029	2811	0
33770	ENSG00000237119	LINC01056	15852	0
33771	ENSG00000231133	HAR1B	11825	0
33772	ENSG00000225978	HAR1A	2181	0
33773	ENSG00000287324	AL096828.6	987	1
33774	ENSG00000260416	AL096828.2	1964	0
33775	ENSG00000286628	AL096828.5	7776	1
33776	ENSG00000231977	AL096828.1	14106	0
33777	ENSG00000149658	YTHDF1	20710	0.5
33778	ENSG00000273821	AL096828.3	461	0
33779	ENSG00000101197	BIRC7	4612	1
33780	ENSG00000101198	NKAIN4	31910	1
33781	ENSG00000275620	AL121827.2	7637	0
33782	ENSG00000101199	ARFGAP1	17005	1
33783	ENSG00000101203	COL20A1	41665	1
33784	ENSG00000101204	CHRNA4	35178	1
33785	ENSG00000203900	AL121827.1	11189	0
33786	ENSG00000075043	KCNQ2	72467	1
33787	ENSG00000280936	AL353658.2	2286	0
33788	ENSG00000226390	AL353658.1	1278	0
33789	ENSG00000101210	EEF1A2	11171	1
33790	ENSG00000230226	AL121829.1	2824	0
33791	ENSG00000125534	PPDPF	1441	1
33792	ENSG00000101213	PTK6	9375	1
33793	ENSG00000125508	SRMS	6694	1
33794	ENSG00000275812	AL121829.2	327	0
33795	ENSG00000125531	FNDC11	8804	1
33796	ENSG00000130589	HELZ2	16153	1
33797	ENSG00000101216	GMEB2	39499	1
33798	ENSG00000232442	MHENCR	1597	0
33799	ENSG00000197457	STMN3	17977	1
33800	ENSG00000258366	RTEL1	38443	1
33801	ENSG00000243509	TNFRSF6B	2032	1
33802	ENSG00000101246	ARFRP1	9383	0.5
33803	ENSG00000197114	ZGPAT	28677	0.5
33804	ENSG00000274501	AL121845.4	305	0
33805	ENSG00000203896	LIME1	2820	1
33806	ENSG00000125520	SLC2A4RG	4274	1
33807	ENSG00000130584	ZBTB46	88372	1
33808	ENSG00000229299	AL121845.1	1269	0
33809	ENSG00000231208	ZBTB46-AS1	8445	0
33810	ENSG00000268858	AL118506.1	3081	0
33811	ENSG00000183260	ABHD16B	1490	1
33812	ENSG00000101150	TPD52L2	26317	0.5
33813	ENSG00000101152	DNAJC5	40905	0
33814	ENSG00000198276	UCKL1	16587	0.5
33815	ENSG00000280213	UCKL1-AS1	3601	0
33816	ENSG00000196700	ZNF512B	13226	1
33817	ENSG00000130590	SAMD10	5892	1
33818	ENSG00000101161	PRPF6	51968	0.5
33819	ENSG00000196421	C20orf204	5618	1
33820	ENSG00000203883	SOX18	2057	1
33821	ENSG00000171703	TCEA2	22511	1
33822	ENSG00000237371	AL355803.1	281	0
33823	ENSG00000171700	RGS19	6807	1
33824	ENSG00000125510	OPRL1	20561	1
33825	ENSG00000171695	LKAAEAR1	979	1
33826	ENSG00000286999	AL121581.2	3954	1
33827	ENSG00000196132	MYT1	139859	1
33828	ENSG00000125522	NPBWR2	1351	1
33829	ENSG00000203880	PCMTD2	32126	1
33830	ENSG00000149656	LINC00266-1	22747	0
33831	ENSG00000279493	FP565260.4	5346	0
33832	ENSG00000277117	FP565260.3	18173	0
33833	ENSG00000279687	FP565260.5	14409	0
33834	ENSG00000280071	GATD3B	49119	1
33835	ENSG00000275464	FP565260.1	23787	0
33836	ENSG00000280433	FP565260.6	9973	0
33837	ENSG00000279669	AC079801.1	11165	0
33838	ENSG00000279094	LINC01670	3391	0
33839	ENSG00000274333	CU633967.1	61243	0
33840	ENSG00000279784	FP236315.3	1815	0
33841	ENSG00000279064	FP236315.1	2452	0
33842	ENSG00000274559	CU639417.1	459	1
33843	ENSG00000280191	LINC01669	15965	0
33844	ENSG00000280095	CU639417.4	1392	0
33845	ENSG00000280179	CU639417.5	7043	0
33846	ENSG00000275993	SIK1B	12647	1
33847	ENSG00000288187	CU633906.5	2390	1
33848	ENSG00000275496	CU633906.1	38351	0
33849	ENSG00000278903	CU633906.2	41981	0
33850	ENSG00000274276	CBSL	23171	1
33851	ENSG00000275895	U2AF1L5	14638	1
33852	ENSG00000278927	FP236240.1	3206	0
33853	ENSG00000276076	CRYAA2	3775	1
33854	ENSG00000280145	CU638689.4	40513	0
33855	ENSG00000278878	CU638689.1	3363	0
33856	ENSG00000280164	CU638689.5	3397	0
33857	ENSG00000279998	FP475955.3	22705	0
33858	ENSG00000278955	FP475955.1	38724	0
33859	ENSG00000279751	FP475955.2	1808	0
33860	ENSG00000280018	CU634019.5	11315	0
33861	ENSG00000278884	CU634019.2	4567	0
33862	ENSG00000277067	CU634019.1	38338	0
33863	ENSG00000276077	CU633904.1	38348	0
33864	ENSG00000277991	FP236241.1	12345	0
33865	ENSG00000273590	SMIM11B	32891	1
33866	ENSG00000277277	FAM243B	1707	1
33867	ENSG00000278961	SMIM34B	9472	1
33868	ENSG00000276289	KCNE1B	13251	1
33869	ENSG00000278996	FP671120.4	30026	0
33870	ENSG00000280800	FP671120.6	922	0
33871	ENSG00000281383	FP671120.7	922	0
33872	ENSG00000280441	FP236383.3	74149	0
33873	ENSG00000280614	FP236383.4	922	0
33874	ENSG00000281181	FP236383.5	922	0
33875	ENSG00000279579	LINC01666	2258	0
33876	ENSG00000286033	CR381670.2	74179	1
33877	ENSG00000279501	CR392039.4	22174	0
33878	ENSG00000278932	CR381653.1	43762	0
33879	ENSG00000286103	AC124864.3	45662	1
33880	ENSG00000279321	AC018692.1	1729	0
33881	ENSG00000279851	CR382287.2	6756	0
33882	ENSG00000277693	AP003900.1	14326	0
33883	ENSG00000274391	TPTE	84587	1
33884	ENSG00000277282	IGHV1OR21-1	435	0
33885	ENSG00000229306	AP001464.1	17016	0
33886	ENSG00000280108	AJ239318.1	9792	0
33887	ENSG00000228159	LINC01674	58892	0
33888	ENSG00000166351	POTED	31727	1
33889	ENSG00000224922	AL050303.1	1808	0
33890	ENSG00000224905	AP001347.1	117049	0
33891	ENSG00000188992	LIPI	102078	1
33892	ENSG00000185272	RBM11	12242	1
33893	ENSG00000155304	HSPA13	12369	0
33894	ENSG00000155307	SAMSN1	173593	1
33895	ENSG00000223662	SAMSN1-AS1	16101	0
33896	ENSG00000232884	AF127936.2	25529	0
33897	ENSG00000226751	AF127936.1	1380	0
33898	ENSG00000281903	LINC02246	98853	0
33899	ENSG00000235277	AF127577.3	28562	0
33900	ENSG00000180530	NRIP1	104701	0.5
33901	ENSG00000229047	AF127577.1	2924	0
33902	ENSG00000231201	AF127577.2	21384	0
33903	ENSG00000236471	AF127577.5	767	0
33904	ENSG00000229425	AJ009632.2	258376	0
33905	ENSG00000224247	AJ009632.1	2192	0
33906	ENSG00000155313	USP25	150044	0.5
33907	ENSG00000215386	MIR99AHG	717171	0
33908	ENSG00000270071	AP001172.1	19303	0
33909	ENSG00000270139	AP001172.2	1941	0
33910	ENSG00000287066	AP000962.3	2361	1
33911	ENSG00000269950	AP000962.1	7919	0
33912	ENSG00000237735	AF130359.1	61169	0
33913	ENSG00000232886	AF212831.1	10816	0
33914	ENSG00000232560	LINC01549	11283	0
33915	ENSG00000154639	CXADR	80536	1
33916	ENSG00000154640	BTG3	19294	1
33917	ENSG00000280594	BTG3-AS1	21455	1
33918	ENSG00000226956	AP000432.1	1108	0
33919	ENSG00000240770	C21orf91-OT1	29208	0
33920	ENSG00000154642	C21orf91	30412	1
33921	ENSG00000244676	AL109761.1	17357	0
33922	ENSG00000231755	CHODL-AS1	50592	0
33923	ENSG00000154645	CHODL	366110	1
33924	ENSG00000227330	AF130417.1	92534	0
33925	ENSG00000154646	TMPRSS15	216763	1
33926	ENSG00000228708	AL109763.1	9241	1
33927	ENSG00000224141	MIR548XHG	199055	0
33928	ENSG00000230233	AF240627.1	35929	0
33929	ENSG00000232193	AL157359.2	17925	0
33930	ENSG00000226204	AL157359.1	13794	0
33931	ENSG00000235965	AP000431.2	1374	0
33932	ENSG00000229289	AP000431.1	3900	0
33933	ENSG00000231620	AP000855.1	2126	0
33934	ENSG00000233480	LINC01683	6930	0
33935	ENSG00000233236	LINC02573	2068	0
33936	ENSG00000224924	LINC00320	152366	0
33937	ENSG00000154654	NCAM2	544920	1
33938	ENSG00000226771	AP001136.1	3534	0
33939	ENSG00000234730	AP001117.1	48674	0
33940	ENSG00000237527	AF241725.1	31291	0
33941	ENSG00000238265	LINC00317	14026	0
33942	ENSG00000233997	LINC01425	50442	0
33943	ENSG00000227075	AP000472.1	42366	0
33944	ENSG00000233215	LINC01687	89762	0
33945	ENSG00000184856	LINC00308	17989	0
33946	ENSG00000226043	AP000561.1	210899	0
33947	ENSG00000234034	AP000959.1	19454	0
33948	ENSG00000230972	AP001116.1	65715	0
33949	ENSG00000286222	AP001255.1	12975	1
33950	ENSG00000228592	AP000459.2	70849	0
33951	ENSG00000227716	AP000459.1	13083	0
33952	ENSG00000288094	AP000961.1	5085	1
33953	ENSG00000287612	AP000474.2	32069	1
33954	ENSG00000231986	AP000474.1	1743	0
33955	ENSG00000235564	AP000477.2	8178	0
33956	ENSG00000287801	AP000477.3	131707	1
33957	ENSG00000226996	AP000477.1	7029	0
33958	ENSG00000224018	AP000470.1	38053	0
33959	ENSG00000224832	LINC01689	16831	0
33960	ENSG00000237484	LINC01684	241003	0
33961	ENSG00000226983	LINC01692	217196	0
33962	ENSG00000227090	AP000402.1	16080	0
33963	ENSG00000230379	AP000146.1	54386	0
33964	ENSG00000244278	AP000235.1	14371	0
33965	ENSG00000232512	AP000233.2	8648	0
33966	ENSG00000223870	AP000233.1	7778	0
33967	ENSG00000222042	AP001341.1	192437	0
33968	ENSG00000185433	LINC00158	46313	0
33969	ENSG00000229962	AP000221.1	3516	0
33970	ENSG00000234883	MIR155HG	13259	0
33971	ENSG00000260583	AP000223.1	556	0
33972	ENSG00000154719	MRPL39	21861	0
33973	ENSG00000154721	JAM2	78304	1
33974	ENSG00000287109	AP000224.1	8558	1
33975	ENSG00000154723	ATP5PF	19170	0
33976	ENSG00000154727	GABPA	37890	1
33977	ENSG00000142192	APP	290578	1
33978	ENSG00000233783	AP001442.1	23860	1
